CAT,CNT,POS,NAME,CRD,ANNOUNCED2,RUNS2,4S2,6S1,6S2,S/R1,S/R2,BALLS FACED1,30/50/100_1,30/50/100_2,DUCK1,DUCK2,OVERS BOWLED1,WICK1,WICK2,LBW/BOW BONUS1,LBW/BOW BONUS2,2/3/4/5 WICK BONUS1,2/3/4/5 WICK BONUS2,MAIDEN OVER1,MAIDEN OVER2,E/R1,E/R2,CATCH1,CATCH2,CATCH BONUS1,CATCH BONUS2,RUNOUT/STUMPING1,RUNOUT/STUMPING2,TOTAL,OPPOSITE TEAM,DT
AR,RR,5,RPG,8,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,1,6,10,DC,0
BT,RR,6,KNR,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,DC,0
BW,RR,7,RAS,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,2,50,0,0,2,0,0,0,8,0,0,0,0,0,0,0,54,DC,1
BW,RR,8,TBT,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11.75,-4,1,8,0,0,0,0,8,DC,0
BW,RR,9,PKS,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,3,75,0,0,3,4,1,12,5.5,4,1,8,0,0,0,0,107,DC,1
BW,RR,10,YCL,9.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,1,8,1,0,0,0,7,2,0,0,0,0,0,0,39,DC,1
BW,RR,11,OMC,8,4,0,0,0,0,0,0,0,0,0,0,0,3,1,25,0,0,1,0,0,0,7.33,-6,0,0,0,0,0,0,23,DC,0
BT,BLR,1,FDP,9,4,5,1,0,0,71.43,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,SRH,0
WK,BLR,2,ART,8,4,0,0,0,0,0,0,2,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,10,SRH,0
BT,BLR,3,VKL,9.5,4,0,0,0,0,0,0,1,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,SRH,0
AR,BLR,4,GMW,9.5,4,12,2,0,0,109.9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,SRH,0
BT,BLR,5,SPD,8,4,15,1,0,0,75,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,SRH,1
AR,BLR,6,SAD,8.5,4,7,1,0,0,58.33,-4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,SRH,0
WK,BLR,7,DKR,9,4,0,0,0,0,0,0,3,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,SRH,0
BW,BLR,8,WHG,9,4,8,1,0,0,42.11,0,19,0,0,0,0,1,0,0,0,,0,0,0,0,7,0,0,0,0,0,0,0,13,SRH,0
BW,BLR,9,HPL,9,4,4,0,0,0,50,0,8,0,0,0,0,2,1,25,0,0,1,0,0,0,9,0,0,0,0,0,0,0,33,SRH,1
BW,BLR,10,JHW,8.5,4,3,0,0,0,27.27,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,10.33,-2,0,0,0,0,0,0,5,SRH,0
BW,BLR,11,MSJ,8.5,4,2,0,0,0,5,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,6,SRH,0
BT,SRH,1,ASM,8.5,4,47,8,1,2,167.86,4,28,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,BLR,1
BT,SRH,2,KWS,9,4,16,2,0,0,94.12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,38,BLR,1
BT,SRH,3,RTP,9.5,4,7,0,1,2,233.33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,BLR,0
AR,SRH,4,AMK,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,20,BLR,0
WK,SRH,5,NPN,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,1,12,32,BLR,0
AR,SRH,6,SSH,7.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,BLR,0
BW,SRH,7,JST,8,4,0,0,0,0,0,0,0,0,0,0,0,3,2,50,0,0,2,0,0,0,4,6,0,0,0,0,0,0,60,BLR,1
BW,SRH,8,MJS,8,4,0,0,0,0,0,0,0,0,0,0,0,4,3,75,1,8,3,4,0,0,6.25,2,0,0,0,0,0,0,93,BLR,1
BW,SRH,9,BKR,8.5,4,0,0,0,0,0,0,0,0,0,0,0,2.1,1,25,0,0,1,0,0,0,3.69,6,0,0,0,0,0,0,35,BLR,1
BW,SRH,10,TNJ,9,4,0,0,0,0,0,0,0,0,0,0,0,3,3,75,2,16,3,4,0,0,33.33,0,0,0,0,0,0,0,99,BLR,1
BW,SRH,11,UMK,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,3.25,6,0,0,0,0,0,0,35,BLR,1
BT,MI,1,RSM,9,4,39,5,1,2,125.81,0,31,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,62,LKN,1
WK,MI,2,ISK,9,4,8,0,0,0,40,-6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,LKN,0
BT,MI,3,DBV,8.5,4,3,0,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,15,LKN,0
BT,MI,4,SYD,9.5,4,7,1,0,0,100,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,LKN,0
BT,MI,5,TVM,9,4,38,2,2,4,140.74,2,27,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,62,LKN,1
AR,MI,6,HSK,7.5,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5.5,4,1,8,0,0,0,0,16,LKN,0
BT,MI,7,KPD,8.5,4,19,0,1,2,95,0,20,0,0,0,0,2,2,50,0,0,2,0,0,0,4,6,1,8,0,0,0,0,89,LKN,1
AR,MI,8,DSM,8.5,4,3,0,0,0,42.86,0,7,0,0,0,0,4,1,25,0,0,1,0,0,0,10,-2,0,0,0,0,0,0,30,LKN,0
BW,MI,9,JUD,8.5,4,1,0,0,0,100,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,LKN,0
BW,MI,10,RMD,8,4,0,0,0,0,0,0,0,0,0,0,0,4,2,50,0,0,2,0,0,0,10,-2,1,8,0,0,0,0,60,LKN,1
BW,MI,11,JBR,8.5,4,0,0,0,0,0,0,2,0,0,0,0,4,1,25,0,0,1,0,0,0,7.75,0,0,0,0,0,0,0,29,LKN,0
WK,LKN,1,QDK,9.5,4,10,0,1,2,111.11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,MI,0
WK,LKN,2,LRL,10.5,4,103,12,4,8,166.13,4,62,100+,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,155,MI,1
BT,LKN,3,MPY,8.5,4,22,0,1,2,100,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,MI,0
AR,LKN,4,KPY,8.5,4,1,0,0,0,50,0,2,0,0,0,0,4,3,75,0,0,3,4,0,0,4.75,6,0,0,0,0,1,6,96,MI,1
BT,LKN,5,DHD,8.5,4,10,1,0,0,111.11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,23,MI,0
BT,LKN,6,ABD,8,4,14,0,1,2,127.27,0,11,0,0,0,0,1,1,25,0,0,1,0,0,0,6,0,0,0,0,0,0,0,45,MI,1
AR,LKN,7,MST,9,4,0,0,0,0,0,0,3,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,MI,0
AR,LKN,8,JHD,9,4,0,0,0,0,0,0,2,0,0,0,0,4,1,25,0,0,1,0,0,0,9,0,1,8,0,0,1,6,43,MI,1
BW,LKN,9,DCR,8,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3.5,6,1,8,0,0,0,0,18,MI,0
BW,LKN,10,RBS,8.5,4,0,0,0,0,0,0,0,0,0,0,0,3,1,25,0,0,1,0,0,0,9.33,0,2,16,0,0,0,0,45,MI,1
BW,LKN,11,MKN,8,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,6.75,2,0,0,0,0,0,0,31,MI,1
BT,BLR,1,FDP,9.5,4,23,3,1,2,109.52,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,RR,1
BT,BLR,2,RPT,7.5,4,16,0,1,2,100,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,RR,0
BT,BLR,3,VKL,9,4,9,2,0,0,90,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,23,RR,1
AR,BLR,4,GMW,9.5,4,0,0,0,0,0,0,1,0,0,1,-2,1,0,0,0,0,0,0,0,0,4,0,1,8,0,0,0,0,10,RR,0
BT,BLR,5,SPD,8,4,2,0,0,0,28.57,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1,12,26,RR,1
AR,BLR,6,SAD,8.5,4,17,0,1,2,62.96,-2,27,0,0,0,0,3,0,0,0,0,0,0,0,0,11.67,-4,0,0,0,0,0,0,17,RR,0
WK,BLR,7,DKR,9,4,6,1,0,0,150,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,RR,0
BW,BLR,8,WHG,8.5,4,18,2,0,0,138.46,0,13,0,0,0,0,4,2,50,1,8,2,0,0,0,5.75,4,0,0,0,0,0,0,86,RR,1
BW,BLR,9,HPL,9,4,8,0,1,2,72.73,0,11,0,0,0,0,4,1,25,0,0,1,0,0,0,8.25,0,0,0,0,0,0,0,39,RR,0
BW,BLR,10,JHW,9,4,0,0,0,0,0,0,2,0,0,0,0,4,2,50,0,0,2,0,1,12,4.75,6,0,0,0,0,0,0,72,RR,1
BW,BLR,11,MSJ,8,4,5,1,0,0,100,0,5,0,0,0,0,4,2,50,1,8,2,0,0,0,7.5,0,2,16,0,0,0,0,84,RR,1
WK,RR,1,JBT,10.5,4,8,1,0,0,88.89,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,21,BLR,0
BT,RR,2,DPK,8.5,4,7,0,1,2,100,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,21,BLR,0
WK,RR,3,SSS,9,4,27,1,3,6,128.57,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,BLR,1
BT,RR,4,SHT,9,4,3,0,0,0,42.86,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,BLR,0
AR,RR,5,RPG,7.5,4,56,3,4,8,180.67,6,31,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,0,4,0,0,121,BLR,1
BW,RR,6,KSN,8,4,0,0,0,0,0,0,0,0,0,0,0,3.3,4,100,0,0,4,8,0,0,5.71,4,2,16,0,0,0,0,132,BLR,1
AR,RR,7,RAS,8.5,4,17,4,0,0,188.89,0,9,0,0,0,0,4,3,75,1,8,3,4,0,0,4.25,6,0,0,0,0,0,0,118,BLR,1
BW,RR,8,TBT,8.5,4,5,0,0,0,71.43,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,6.67,2,0,0,0,0,0,0,11,BLR,0
AR,RR,9,DMT,8.5,4,16,0,0,0,66.67,-2,24,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,18,BLR,0
BW,RR,10,PKS,8.5,4,2,0,0,0,40,0,5,0,0,0,0,4,2,50,0,0,2,0,0,0,5.75,4,0,0,0,0,1,6,66,BLR,1
BW,RR,11,YCL,9.5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5.75,4,0,0,0,0,1,6,14,BLR,0
BT,DC,1,PSW,9.5,4,0,0,0,0,0,0,1,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,KOL,0
BT,DC,2,DWN,10.5,4,42,8,0,0,161.54,4,26,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,KOL,1
AR,DC,3,MMR,8.5,4,13,2,0,0,185.71,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,KOL,0
WK,DC,4,RPT,9,4,2,0,0,0,40,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1,12,26,KOL,1
BT,DC,5,RPW,8,4,33,1,3,6,206.25,6,16,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,70,KOL,1
AR,DC,6,LYD,8,4,22,1,1,2,75.85,0,29,0,0,0,0,3,0,0,0,0,0,0,0,0,10.67,-2,0,0,0,0,0,0,27,KOL,0
AR,DC,7,APL,8.5,4,24,2,1,2,141.18,2,17,0,0,0,0,4,1,25,0,0,1,0,0,0,7,2,0,0,0,0,0,0,61,KOL,1
BW,DC,8,STK,8.5,4,8,0,0,0,57.14,0,14,0,0,0,0,3,0,0,0,0,0,0,0,0,10.67,-2,0,0,0,0,0,0,10,KOL,0
BW,DC,9,KYD,9,4,0,0,0,0,0,0,0,0,0,0,0,3,4,100,1,8,4,8,0,0,4.67,6,0,0,0,0,0,0,126,KOL,1
BW,DC,10,MRM,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,3,75,1,8,3,4,0,0,4.5,6,0,0,0,0,0,0,97,KOL,1
BW,DC,11,CSK,8.5,4,0,0,0,0,0,0,0,0,0,0,0,3,1,25,1,8,1,0,0,0,5.67,4,2,16,0,0,0,0,57,KOL,1
BT,KOL,1,AFC,8.5,4,3,0,0,0,42.86,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,DC,0
AR,KOL,2,SNN,8.5,4,0,0,0,0,0,0,1,0,0,1,-2,4,1,25,1,8,1,0,0,0,4.75,6,1,8,0,0,0,0,49,DC,1
BT,KOL,3,SIY,9,4,42,4,0,0,113.51,0,37,30+,4,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,6,60,DC,1
BT,KOL,4,NRN,8.5,4,57,3,4,8,167.65,4,34,50+,8,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,84,DC,1
BT,KOL,5,VIY,8.5,4,6,0,0,0,50,-4,12,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,1,8,0,0,1,6,20,DC,0
BT,KOL,7,RSH,8,4,23,3,0,0,143.75,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,DC,0
AR,KOL,6,ARL,10.5,4,0,0,0,0,0,0,3,0,0,1,-2,1,0,0,0,0,0,0,0,0,14,0,0,0,0,6,0,0,8,DC,0
BT,KOL,8,BIJ,8,4,6,0,0,0,75,0,8,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,8,0,0,0,0,18,DC,0
BW,KOL,9,TST,8.5,4,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,7.75,0,0,0,0,0,0,0,4,DC,0
BW,KOL,10,UDY,9,4,0,0,0,0,0,0,1,0,0,0,0,4,3,75,0,0,3,4,0,0,6,2,1,8,0,0,0,0,93,DC,1
BW,KOL,11,HRN,7.5,4,0,0,0,0,0,0,1,0,0,0,0,3,1,25,0,0,1,0,0,0,8,0,0,0,0,0,0,0,29,DC,0
WK,GT,1,WSH,8,4,29,4,0,0,131.82,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,47,BLR,1
BT,GT,2,SGL,9,4,31,3,1,2,110.71,0,28,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,52,BLR,1
AR,GT,3,HPD,10.5,4,3,0,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,BLR,0
BT,GT,4,SSS,8,4,20,2,0,0,142.86,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,BLR,0
BT,GT,5,DML,9,4,39,4,1,2,162.5,4,24,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,65,BLR,1
AR,GT,6,RTW,8,4,43,5,2,4,172,6,25,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,BLR,1
BW,GT,7,RKN,9,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,7.25,0,1,8,0,0,0,0,37,BLR,0
BW,GT,8,AJS,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,10.5,-2,0,0,0,0,0,0,27,BLR,0
BW,GT,9,LFG,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,9,0,0,0,0,0,0,0,29,BLR,0
BW,GT,10,MSM,9,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,1,8,1,0,0,0,9.75,0,1,8,0,0,0,0,45,BLR,1
BW,GT,11,PSG,8,4,0,0,0,0,0,0,0,0,0,0,0,4,2,50,0,0,2,0,0,0,4.75,6,0,0,0,0,0,0,60,BLR,1
BT,BLR,1,FDP,9.5,4,0,0,0,0,0,0,4,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,GT,0
BT,BLR,2,VKL,8.5,4,58,6,1,2,109.43,0,53,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,GT,1
BT,BLR,3,RPT,8,4,52,5,2,4,162.5,4,32,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,85,GT,1
AR,BLR,4,GMW,9,4,33,3,2,4,183.33,6,18,30+,4,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,54,GT,1
AR,BLR,5,SAD,8.5,4,2,0,0,0,100,0,2,0,0,0,0,3,2,50,1,8,2,0,0,0,8.67,0,0,0,0,0,0,0,64,GT,1
BT,BLR,6,MLR,8,4,16,2,1,2,200,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,32,GT,0
WK,BLR,7,DKR,9,4,2,0,0,0,66.67,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,GT,0
BW,BLR,8,WHG,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,2,50,0,0,2,0,0,0,7,2,0,0,0,0,0,0,56,GT,1
BW,BLR,9,HPL,9,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8.75,0,0,0,0,0,0,0,4,GT,0
BW,BLR,10,MSJ,8,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8.75,0,0,0,0,0,0,0,4,GT,0
BW,BLR,11,JHW,9,4,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,10.29,-2,0,0,0,0,0,0,2,GT,0
BT,MI,1,RSM,8.5,4,2,0,0,0,40,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,14,RR,0
WK,MI,2,ISK,9,4,26,4,1,2,144.44,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,46,RR,1
BT,MI,3,TDD,8.5,4,20,2,1,2,222.22,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,36,RR,1
BT,MI,4,SYD,9.5,4,51,5,2,4,130.77,2,39,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,82,RR,0
BT,MI,5,TVM,9,4,35,1,2,4,116.67,0,30,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,RR,1
BT,MI,6,KPD,8.5,4,10,0,0,0,71.43,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,1,8,0,0,0,0,22,RR,0
AR,MI,7,DSM,8,4,6,0,1,2,600,0,1,0,0,0,0,4,1,25,0,0,1,0,0,0,8,0,1,8,0,0,0,0,45,RR,1
BW,MI,8,KKK,7.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,4.75,6,0,0,0,0,0,0,35,RR,0
AR,MI,9,HSK,8,4,0,0,0,0,0,0,0,0,0,0,0,3,2,50,0,0,2,0,0,0,15.67,-6,0,0,0,0,0,0,48,RR,1
BW,MI,10,RMD,8,4,0,0,0,0,0,0,0,0,0,0,0,4,2,50,0,0,2,0,0,0,6,2,0,0,0,0,0,0,56,RR,1
BW,MI,11,JBR,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6.75,2,0,0,0,0,0,0,6,RR,0
WK,RR,1,JBT,11,4,67,5,4,8,128.85,0,52,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,MI,1
BT,RR,2,DPK,8.5,4,15,3,0,0,100,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,MI,0
WK,RR,3,SSS,9,4,16,0,2,4,228.57,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,32,MI,0
BT,RR,4,SHT,9,4,6,0,0,0,42.86,-6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,MI,0
AR,RR,5,RPG,8,4,3,0,0,0,100,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,23,MI,0
AR,RR,6,DMT,8,4,17,1,0,0,85,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,2,16,0,0,0,0,38,MI,0
AR,RR,7,RAS,8.5,4,21,3,1,2,233.33,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,5.25,4,0,0,0,0,0,0,59,MI,1
BW,RR,8,TBT,8.5,4,1,0,0,0,100,0,1,0,0,0,0,3,1,25,0,0,1,0,0,0,8.67,0,0,0,0,0,0,0,30,MI,0
BW,RR,9,KSN,8,4,0,0,0,0,0,0,0,0,0,0,0,3.2,1,25,0,0,1,0,0,0,8.7,0,0,0,0,0,0,0,29,MI,0
BW,RR,10,PKS,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,7.25,0,0,0,0,0,0,0,29,MI,0
BW,RR,11,YCL,9.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,8.25,0,0,0,0,0,0,0,29,MI,0
BT,DC,1,PSW,9,4,5,1,0,0,71.43,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,LKN,0
BT,DC,2,DWN,10.5,4,3,0,0,0,75,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,LKN,0
BT,DC,3,MMR,8.5,4,37,3,3,6,185,6,20,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,LKN,1
WK,DC,4,RPT,9,4,44,7,1,2,146.67,2,30,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,LKN,1
AR,DC,5,LYD,8,4,3,0,0,0,75,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,2,16,0,0,0,0,23,LKN,0
BT,DC,6,RPW,8,4,35,3,2,4,166.64,4,21,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,LKN,1
AR,DC,7,APL,8.5,4,42,1,3,6,175,6,24,30+,4,0,0,4,0,0,0,0,0,0,0,0,6.25,2,0,0,0,0,0,0,65,LKN,1
BW,DC,8,STK,8.5,4,1,0,0,0,50,0,2,0,0,0,0,4,3,75,0,0,3,4,0,0,10,-2,1,8,0,0,0,0,90,LKN,1
BW,DC,9,KYD,9.5,4,16,1,1,2,200,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,9.67,0,0,0,0,0,0,0,23,LKN,0
BW,DC,10,MRM,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9.25,0,0,0,0,0,0,0,4,LKN,0
BW,DC,11,CSK,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,-2,0,0,0,0,0,0,2,LKN,0
WK,LKN,1,QDK,9,4,23,3,1,2,176.92,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,46,DC,1
WK,LKN,2,LRL,10.5,4,77,4,5,10,150.98,4,51,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,DC,1
BT,LKN,3,DHD,8.5,4,52,6,1,2,152.94,4,34,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,DC,1
AR,LKN,4,KPY,8.5,4,9,0,0,0,115,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,19,0,2,16,0,0,0,0,29,DC,0
AR,LKN,5,MST,8.5,4,17,1,1,2,106.25,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,24,DC,0
BT,LKN,6,ABD,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,12,DC,0
AR,LKN,7,JHD,9,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12.25,-4,0,0,0,0,0,0,0,DC,0
BW,LKN,8,DCR,8,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,11,-2,0,0,0,0,0,0,27,DC,0
BW,LKN,9,MKN,8,4,0,0,0,0,0,0,0,0,0,0,0,4,4,100,1,8,4,8,0,0,4,6,0,0,0,0,0,0,126,DC,1
AR,LKN,10,KGT,8,4,0,0,0,0,0,0,0,0,0,0,0,2,1,25,0,0,1,0,0,0,11.5,-4,1,8,0,0,0,0,33,DC,1
BW,LKN,11,RBS,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,1,8,1,0,0,0,7,2,0,0,0,0,0,0,39,DC,1
BT,CSK,1,RGD,8.5,4,99,6,6,12,173.68,6,57,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,SRH,1
BT,CSK,2,DCY,8.5,4,85,8,4,8,154.55,4,55,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,SRH,1
WK,CSK,3,MSD,8.5,4,8,1,0,0,114.29,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,21,SRH,0
AR,CSK,4,RJD,9,4,1,0,0,0,100,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,1,8,0,0,0,0,17,SRH,0
